dteday,hr,casual,registered,temp_c,feels_like_c,hum,windspeed,weathersit,season,holiday,workingday
1/2/2011,7.0,0,1,11.0,11.0,0.7105,15.7,2,1,0,0
1/2/2011,8.0,0,8,10.7,10.7,0.7187,13.8,2,1,0,0
1/2/2011,9.0,1,18,9.9,7.8,0.7575,15.3,3,1,0,0
1/2/2011,10.0,7,46,9.2,7.0,0.7975,14.9,3,1,0,0
1/2/2011,11.0,16,52,9.2,6.9,0.718,15.5,2,1,0,0
1/2/2011,12.0,20,69,8.9,6.1,0.6862,19.2,2,1,0,0
1/2/2011,13.0,10,63,9.0,7.8,0.664,8.4,3,1,0,0
1/2/2011,14.0,4,53,8.7,6.8,0.7756000000000001,11.9,3,1,0,0
1/2/2011,15.0,19,54,8.0,6.2,0.8177,10.4,3,1,0,0
1/2/2011,16.0,9,65,7.7,6.0,0.7392,9.7,3,1,0,0
1/2/2011,17.0,7,57,7.8,5.7,0.6096,11.6,3,1,0,0
1/2/2011,18.0,10,41,8.6,5.3,0.47229999999999994,22.9,2,1,0,0
1/2/2011,19.0,1,28,6.7,2.3,0.4336,29.4,1,1,0,0
1/2/2011,20.0,5,17,5.5,1.2,0.4097,24.6,1,1,0,0
1/2/2011,21.0,11,20,4.0,-0.5,0.4447,22.0,1,1,0,0
1/2/2011,22.0,0,9,3.0,-1.5,0.4437,21.0,1,1,0,0
1/2/2011,23.0,0,7,2.0,-1.5,0.46509999999999996,12.3,1,1,0,0
1/3/2011,0.0,0,5,1.7,-3.6,0.44270000000000004,23.8,1,1,0,1
1/3/2011,1.0,0,2,1.0,-4.8,0.4411,26.6,1,1,0,1
1/3/2011,2.0,0,0,0.6,-4.9,0.4501,23.8,1,1,0,1
1/3/2011,3.0,0,0,-0.1,-5.8,0.444,23.4,1,1,0,1
1/3/2011,4.0,0,1,-0.9,-7.0,0.4621,24.8,1,1,0,1
1/3/2011,5.0,0,3,-1.2,-6.6,0.4753,19.0,1,1,0,1
1/3/2011,6.0,0,28,-1.9,-8.3,0.5015999999999999,24.5,1,1,0,1
1/3/2011,7.0,1,62,-2.0,-6.6,0.4939,13.8,1,1,0,1
1/3/2011,8.0,1,151,-2.0,-7.4,0.4927,18.1,1,1,0,1
1/3/2011,9.0,7,79,-1.2,-7.4,0.4413,25.3,1,1,0,1
1/3/2011,10.0,11,27,-0.1,-4.9,0.4294,16.9,1,1,0,1
1/3/2011,11.0,10,35,0.9,-4.3,0.4,22.2,1,1,0,1
1/3/2011,12.0,13,40,1.9,-2.9,0.3558,20.5,1,1,0,1
1/3/2011,13.0,8,50,2.9,-1.3,0.3477,18.4,1,1,0,1
1/3/2011,14.0,11,59,3.7,-0.2,0.3125,17.3,1,1,0,1
1/3/2011,15.0,14,58,4.0,0.4,0.30519999999999997,16.4,1,1,0,1
1/3/2011,16.0,9,66,4.0,0.3,0.3002,16.1,1,1,0,1
1/3/2011,17.0,11,143,3.0,-0.3,0.3034,13.1,1,1,0,1
1/3/2011,18.0,9,147,2.2,0.3,0.3496,6.7,1,1,0,1
1/3/2011,19.0,8,99,0.5,0.5,0.4903,0.7,1,1,0,1
1/3/2011,20.0,3,48,0.1,-2.2,0.5019,6.9,1,1,0,1
1/3/2011,21.0,3,48,-0.6,-3.6,0.6446999999999999,8.4,1,1,0,1
1/3/2011,22.0,0,19,-2.3,-5.6,0.6853,8.4,1,1,0,1
1/3/2011,23.0,1,11,-0.8,-3.3,0.5663,6.9,1,1,0,1
1/4/2011,0.0,0,5,-1.8,-4.5,0.5826,7.2,1,1,0,1
1/4/2011,1.0,0,2,-1.8,-4.6,0.6136,7.2,1,1,0,1
1/4/2011,2.0,0,1,-2.5,-5.9,0.6562,8.9,1,1,0,1
1/4/2011,3.0,0,0,-2.4,-5.1,0.6512,6.9,1,1,0,1
1/4/2011,4.0,0,2,-2.6,-4.5,0.6603,4.9,1,1,0,1
1/4/2011,5.0,0,4,-3.6,-6.6,0.7132999999999999,7.1,1,1,0,1
1/4/2011,6.0,0,36,-3.5,-6.5,0.7579,7.1,1,1,0,1
1/4/2011,7.0,2,91,-3.3,-6.8,0.7555,8.6,1,1,0,1
1/4/2011,8.0,2,175,-2.4,-6.2,0.7081000000000001,10.2,1,1,0,1
1/4/2011,9.0,2,98,-1.5,-5.9,0.6761,13.2,1,1,0,1
1/4/2011,10.0,5,35,-0.9,-6.5,0.6829000000000001,21.1,2,1,0,1
1/4/2011,11.0,7,49,1.6,-3.2,0.5425,19.3,1,1,0,1
1/4/2011,12.0,12,62,2.1,-0.9,0.5177,10.4,1,1,0,1
1/4/2011,13.0,18,78,3.3,0.1,0.5357999999999999,12.5,1,1,0,1
1/4/2011,14.0,9,53,4.4,1.1,0.4955,14.3,1,1,0,1
1/4/2011,15.0,17,47,5.2,1.9,0.4877,16.1,1,1,0,1
1/4/2011,16.0,15,67,5.9,2.7,0.4767,16.0,1,1,0,1
1/4/2011,17.0,10,200,4.9,1.8,0.47740000000000005,13.8,1,1,0,1
1/4/2011,18.0,3,179,3.7,0.6,0.4866,12.2,1,1,0,1
1/4/2011,19.0,2,104,2.9,0.7,0.48979999999999996,7.7,1,1,0,1
1/4/2011,20.0,0,52,2.6,0.5,0.4991,7.4,1,1,0,1
1/4/2011,21.0,0,46,1.4,1.4,0.6428,0.8,1,1,0,1
1/4/2011,22.0,1,34,1.2,1.2,0.6659999999999999,4.5,1,1,0,1
1/4/2011,23.0,2,9,0.3,-1.2,0.7084,4.9,1,1,0,1
1/5/2011,0.0,0,6,0.2,0.2,0.6653,0.7,1,1,0,1
1/5/2011,1.0,0,6,-1.0,-2.8,0.7288,5.1,1,1,0,1
1/5/2011,2.0,0,2,2.8,-0.6,0.48950000000000005,13.4,1,1,0,1
1/5/2011,3.0,0,0,3.2,-1.6,0.4682,23.4,1,1,0,1
1/5/2011,4.0,0,2,2.6,-1.2,0.4899,15.2,1,1,0,1
1/5/2011,5.0,0,3,1.9,-1.3,0.48590000000000005,11.0,1,1,0,1
1/5/2011,6.0,0,33,0.7,-3.3,0.4874,13.7,1,1,0,1
1/5/2011,7.0,1,86,-0.1,-4.1,0.4486,12.5,1,1,0,1
1/5/2011,8.0,3,189,0.6,-4.4,0.4239,19.1,1,1,0,1
1/5/2011,9.0,6,107,1.6,-3.4,0.3972,21.2,1,1,0,1
1/5/2011,10.0,4,51,1.9,-2.9,0.38409999999999994,20.6,1,1,0,1
1/5/2011,11.0,12,34,3.7,-0.7,0.33240000000000003,21.8,1,1,0,1
1/5/2011,12.0,5,73,4.1,-0.3,0.3321,21.2,1,1,0,1
1/5/2011,13.0,6,64,4.9,1.0,0.31370000000000003,19.2,1,1,0,1
1/5/2011,14.0,10,49,5.6,2.8,0.29760000000000003,13.0,1,1,0,1
1/5/2011,15.0,7,52,5.9,3.1,0.2928,13.0,1,1,0,1
1/5/2011,16.0,4,83,5.6,4.6,0.2984,5.4,1,1,0,1
1/5/2011,17.0,4,183,2.7,-0.4,0.3882,11.9,1,1,0,1
1/5/2011,18.0,3,165,2.2,0.0,0.4021,7.8,1,1,0,1
1/5/2011,19.0,5,125,2.2,0.5,0.40490000000000004,6.3,1,1,0,1
1/5/2011,20.0,7,79,1.4,-1.6,0.4827,10.1,2,1,0,1
1/5/2011,21.0,3,40,0.9,-2.5,0.4954,11.4,2,1,0,1
1/5/2011,22.0,1,39,-0.1,-2.7,0.5422,7.8,1,1,0,1
1/5/2011,23.0,1,18,0.2,0.2,0.4975,0.0,1,1,0,1
1/6/2011,0.0,0,11,-0.6,-0.6,0.5709000000000001,0.0,1,1,0,1
1/6/2011,1.0,0,4,-1.7,-1.7,0.6524,0.5,1,1,0,1
1/6/2011,2.0,0,2,-2.3,-2.3,0.6806,4.5,1,1,0,1
1/6/2011,3.0,0,0,-1.8,-1.8,0.6616,0.5,2,1,0,1
1/6/2011,4.0,0,1,-2.4,-5.2,0.7031999999999999,7.1,1,1,0,1
1/6/2011,5.0,0,4,-2.4,-4.3,0.6928,5.1,2,1,0,1
1/6/2011,6.0,0,36,-2.4,-5.2,0.6627,6.9,2,1,0,1
1/6/2011,7.0,0,93,-1.5,-1.5,0.615,0.5,2,1,0,1
1/6/2011,8.0,3,208,-1.5,-1.5,0.6048,0.0,1,1,0,1
1/6/2011,9.0,6,111,-0.3,-0.3,0.5333,0.0,1,1,0,1
1/6/2011,10.0,3,42,0.9,0.9,0.4681,0.5,1,1,0,1
1/6/2011,11.0,2,56,1.9,1.9,0.43320000000000003,4.5,1,1,0,1
1/6/2011,12.0,6,77,3.7,2.2,0.3628,6.2,1,1,0,1
1/6/2011,13.0,12,55,3.8,1.8,0.3586,8.0,1,1,0,1
1/6/2011,14.0,11,56,4.8,2.2,0.355,11.0,1,1,0,1
1/6/2011,15.0,8,53,4.8,2.4,0.35359999999999997,10.1,1,1,0,1
1/6/2011,16.0,12,73,3.8,1.1,0.37920000000000004,10.7,1,1,0,1
1/6/2011,17.0,9,162,2.0,-0.9,0.5056,10.1,1,1,0,1
1/6/2011,18.0,5,153,1.3,-1.3,0.5251,8.2,1,1,0,1
1/6/2011,19.0,3,108,1.0,-0.5,0.5732,5.1,1,1,0,1
1/6/2011,20.0,3,64,0.4,-2.8,0.5329,10.1,1,1,0,1
1/6/2011,21.0,0,47,1.1,-2.6,0.5744,13.2,2,1,0,1
1/6/2011,22.0,1,50,1.5,-2.9,0.5408,17.3,2,1,0,1
1/6/2011,23.0,4,19,0.9,-2.6,0.59,11.6,2,1,0,1
1/7/2011,0.0,4,12,0.8,-3.1,0.6034,13.8,2,1,0,1
1/7/2011,1.0,2,5,0.8,-3.2,0.6767,13.5,2,1,0,1
1/7/2011,2.0,0,1,0.7,-2.8,0.6478,11.4,2,1,0,1
1/7/2011,3.0,0,0,0.8,-3.1,0.6486,13.4,2,1,0,1
1/7/2011,4.0,0,1,0.5,-2.3,0.6957,8.6,2,1,0,1
1/7/2011,5.0,0,5,0.8,-1.7,0.6562,7.6,2,1,0,1
1/7/2011,6.0,8,26,0.9,0.9,0.6993,1.1,2,1,0,1
1/7/2011,7.0,8,74,0.7,-2.1,0.6940000000000001,8.6,1,1,0,1
1/7/2011,8.0,20,189,0.9,-3.6,0.5267000000000001,16.6,1,1,0,1
1/7/2011,9.0,9,123,0.9,-4.2,0.4783,21.0,1,1,0,1
1/7/2011,10.0,16,47,1.6,-3.5,0.3898,22.9,1,1,0,1
1/7/2011,11.0,19,47,0.9,-3.2,0.4068,14.9,2,1,0,1
1/7/2011,12.0,9,50,1.0,-3.5,0.3735,16.6,1,1,0,1
1/7/2011,13.0,9,63,1.0,-3.7,0.37270000000000003,17.6,1,1,0,1
1/7/2011,14.0,7,42,1.0,-3.2,0.3986,15.2,1,1,0,1
1/7/2011,15.0,9,62,0.7,-2.4,0.3857,10.1,2,1,0,1
1/7/2011,16.0,5,81,0.9,-2.2,0.38049999999999995,10.1,2,1,0,1
1/7/2011,17.0,9,177,0.6,0.6,0.3896,0.5,1,1,0,1
1/7/2011,18.0,7,115,0.3,-1.2,0.42950000000000005,4.9,1,1,0,1
1/7/2011,19.0,3,91,-1.2,-3.0,0.5362,5.1,1,1,0,1
1/7/2011,20.0,1,48,-0.4,-2.6,0.48450000000000004,6.3,2,1,0,1
1/7/2011,21.0,0,38,-0.4,-3.1,0.4832,7.8,2,1,0,1
1/7/2011,22.0,2,34,-0.4,-3.7,0.46380000000000005,9.7,2,1,0,1
1/7/2011,23.0,1,14,-0.3,-3.4,0.4838,9.2,2,1,0,1
1/8/2011,0.0,1,24,-0.2,-3.6,0.5271,10.1,2,1,0,0
1/8/2011,1.0,1,15,-0.2,-2.9,0.5518,7.8,2,1,0,0
1/8/2011,2.0,3,13,-0.2,-0.2,0.5511,1.3,2,1,0,0
1/8/2011,3.0,0,7,-0.2,-3.6,0.5644,10.5,2,1,0,0
1/8/2011,4.0,0,1,-0.2,-3.5,0.6209,9.7,2,1,0,0
1/8/2011,5.0,0,5,-1.0,-4.3,0.7468,9.3,2,1,0,0
1/8/2011,6.0,0,2,-1.0,-4.3,0.7947,9.3,2,1,0,0
1/8/2011,7.0,1,8,-1.3,-3.7,0.7713,6.3,2,1,0,0
1/8/2011,8.0,0,15,-1.1,-2.9,0.7592,5.1,2,1,0,0
1/8/2011,9.0,0,19,-1.2,-4.7,0.8815999999999999,10.0,4,1,0,0
1/8/2011,10.0,5,54,-0.3,-0.3,0.8254,0.5,4,1,0,0
1/8/2011,11.0,2,60,0.6,-4.9,0.7104,23.0,2,1,0,0
1/8/2011,12.0,8,88,0.6,-5.0,0.6098,24.0,2,1,0,0
1/8/2011,13.0,7,93,0.9,-4.4,0.45189999999999997,22.4,1,1,0,0
1/8/2011,14.0,12,82,0.9,-5.6,0.3356,32.7,1,1,0,0
1/8/2011,15.0,5,63,0.8,-5.4,0.3193,29.4,1,1,0,0
1/8/2011,16.0,8,65,-0.2,-6.8,0.3035,30.2,1,1,0,0
1/8/2011,17.0,5,62,-1.3,-8.7,0.37229999999999996,36.3,1,1,0,0
1/8/2011,18.0,3,52,-2.0,-7.9,0.3872,21.0,1,1,0,0
1/8/2011,19.0,4,26,-2.3,-7.8,0.37070000000000003,18.2,1,1,0,0
1/8/2011,20.0,0,27,-3.1,-8.8,0.3738,18.1,1,1,0,0
1/8/2011,21.0,2,35,-3.3,-10.1,0.4012,24.5,1,1,0,0
1/8/2011,22.0,1,33,-3.4,-10.5,0.3807,26.7,1,1,0,0
1/8/2011,23.0,0,22,-4.1,-11.7,0.39899999999999997,28.8,1,1,0,0
1/9/2011,0.0,1,24,-4.4,-11.7,0.43270000000000003,26.4,1,1,0,0
1/9/2011,1.0,0,12,-4.4,-12.3,0.4375,30.4,1,1,0,0
1/9/2011,2.0,0,11,-4.4,-12.3,0.4631,30.4,1,1,0,0
1/9/2011,3.0,0,4,-4.4,-11.9,0.47590000000000005,27.7,1,1,0,0
1/9/2011,4.0,0,1,-5.1,-10.4,0.5277000000000001,13.9,1,1,0,0
1/9/2011,5.0,0,1,-5.1,-11.2,0.5287,17.5,1,1,0,0
1/9/2011,6.0,0,1,-4.5,-10.5,0.5045000000000001,17.9,1,1,0,0
1/9/2011,7.0,1,5,-5.1,-10.3,0.5313,13.3,1,1,0,0
1/9/2011,8.0,0,10,-4.4,-10.7,0.5014,19.5,1,1,0,0
1/9/2011,9.0,0,19,-3.4,-11.4,0.46509999999999996,34.3,1,1,0,0
1/9/2011,10.0,0,48,-2.2,-9.0,0.4354,27.0,1,1,0,0
1/9/2011,11.0,2,45,-1.2,-8.6,0.40659999999999996,35.0,1,1,0,0
1/9/2011,12.0,4,76,-0.2,-6.6,0.3762,29.5,1,1,0,0
1/9/2011,13.0,6,68,0.6,-5.7,0.35600000000000004,30.5,1,1,0,0
1/9/2011,14.0,8,60,1.6,-4.4,0.3328,30.6,1,1,0,0
1/9/2011,15.0,5,76,1.6,-4.0,0.3519,26.0,1,1,0,0
1/9/2011,16.0,13,75,0.9,-5.2,0.34840000000000004,29.4,1,1,0,0
1/9/2011,17.0,3,59,-0.2,-6.2,0.3709,25.9,1,1,0,0
1/9/2011,18.0,4,43,-1.0,-6.7,0.40020000000000006,21.8,1,1,0,0
1/9/2011,19.0,1,39,-1.0,-7.0,0.4265,23.4,1,1,0,0
1/9/2011,20.0,0,37,-2.0,-7.3,0.4556,17.4,1,1,0,0
1/9/2011,21.0,1,18,-2.0,-8.7,0.45840000000000003,27.0,1,1,0,0
1/9/2011,22.0,5,10,-2.3,-8.1,0.467,20.0,1,1,0,0
1/9/2011,23.0,0,6,-3.0,-7.7,0.4951,12.8,1,1,0,0
1/10/2011,0.0,2,2,-3.3,-9.1,0.5056,17.9,1,1,0,1
1/10/2011,1.0,1,0,-3.3,-9.1,0.5064,17.9,1,1,0,1
1/10/2011,2.0,0,3,-3.5,-8.5,0.5134000000000001,14.1,1,1,0,1
1/10/2011,3.0,0,1,-3.5,-8.6,0.5128,14.3,1,1,0,1
1/10/2011,4.0,1,2,-4.1,-8.0,0.5357,9.4,1,1,0,1
1/10/2011,5.0,0,3,-4.1,-9.6,0.5387,15.8,1,1,0,1
1/10/2011,6.0,0,29,-3.4,-9.2,0.5142,17.9,1,1,0,1
1/10/2011,7.0,2,73,-3.3,-8.5,0.5199,15.1,1,1,0,1
1/10/2011,8.0,4,180,-3.3,-9.1,0.5196000000000001,18.1,1,1,0,1
1/10/2011,9.0,2,91,-2.3,-7.5,0.5061,16.7,2,1,0,1
1/10/2011,10.0,0,29,-2.0,-7.7,0.494,20.3,2,1,0,1
1/10/2011,11.0,2,28,-1.2,-6.4,0.46909999999999996,17.9,1,1,0,1
1/10/2011,12.0,5,47,0.6,-4.3,0.4132,18.5,2,1,0,1
1/10/2011,13.0,4,49,1.0,-3.8,0.4067,18.7,2,1,0,1
1/10/2011,14.0,0,47,0.9,-3.2,0.4113,14.3,2,1,0,1
1/10/2011,15.0,2,42,1.0,-3.1,0.4089,14.6,2,1,0,1
1/10/2011,16.0,4,70,0.9,-2.1,0.4111,9.7,1,1,0,1
1/10/2011,17.0,4,173,0.8,-1.8,0.41600000000000004,8.0,1,1,0,1
1/10/2011,18.0,1,153,0.5,-3.4,0.42869999999999997,13.1,1,1,0,1
1/10/2011,19.0,3,88,-1.0,-4.7,0.47590000000000005,10.7,1,1,0,1
1/10/2011,20.0,1,70,-1.5,-5.0,0.5241,9.9,1,1,0,1
1/10/2011,21.0,1,37,-2.2,-6.3,0.5828,11.4,1,1,0,1
1/10/2011,22.0,2,22,-2.8,-6.4,0.6063000000000001,9.3,1,1,0,1
1/10/2011,23.0,0,18,-2.9,-6.5,0.6126,9.3,1,1,0,1
1/11/2011,0.0,2,10,-2.6,-5.1,0.6047,6.3,1,1,0,1
1/11/2011,1.0,0,3,-2.7,-6.3,0.6103000000000001,9.3,1,1,0,1
1/11/2011,2.0,0,2,-1.6,-5.4,0.59,10.8,2,1,0,1
1/11/2011,3.0,0,0,-1.5,-3.8,0.5879,6.3,2,1,0,1
1/11/2011,4.0,0,0,-1.3,-4.2,0.5644,7.8,2,1,0,1
1/11/2011,5.0,0,6,-1.3,-4.4,0.5633,8.2,2,1,0,1
1/11/2011,6.0,0,26,-1.1,-4.0,0.5550999999999999,7.8,2,1,0,1
1/11/2011,7.0,2,95,-1.1,-1.1,0.5631,0.5,2,1,0,1
1/11/2011,8.0,3,207,-0.3,-0.3,0.5275,4.5,2,1,0,1
1/11/2011,9.0,3,123,-0.2,-2.6,0.525,6.7,2,1,0,1
1/11/2011,10.0,3,50,0.6,-2.7,0.5167,10.2,2,1,0,1
1/11/2011,11.0,4,31,0.6,-2.2,0.4918,8.6,2,1,0,1
1/11/2011,12.0,2,54,0.8,-2.0,0.48710000000000003,8.6,2,1,0,1
1/11/2011,13.0,6,42,0.8,0.8,0.5301,0.5,2,1,0,1
1/11/2011,14.0,3,59,-0.1,-1.7,0.6556000000000001,4.9,2,1,0,1
1/11/2011,15.0,2,43,-0.9,-0.9,0.7761,1.3,2,1,0,1
1/11/2011,16.0,4,70,-0.3,-3.4,0.7523000000000001,9.4,2,1,0,1
1/11/2011,17.0,6,128,-1.0,-3.8,0.8073,7.7,2,1,0,1
1/11/2011,18.0,1,90,-1.2,-3.7,0.9270999999999999,6.7,4,1,0,1
1/11/2011,19.0,0,51,-1.2,-1.2,0.9317,0.0,4,1,0,1
1/11/2011,20.0,0,32,-1.2,-5.3,0.9315000000000001,12.3,4,1,0,1
1/11/2011,21.0,0,20,-1.2,-1.2,0.9317,0.0,4,1,0,1
1/11/2011,22.0,1,28,-1.6,-1.6,0.961,4.8,4,1,0,1
1/11/2011,23.0,1,18,-1.2,-1.2,0.8869,0.7,4,1,0,1
1/12/2011,0.0,0,7,-1.2,-3.5,0.8834000000000001,6.4,2,1,0,1
1/12/2011,1.0,0,6,-1.2,-4.5,0.8679000000000001,9.1,2,1,0,1
1/12/2011,2.0,0,1,-2.1,-5.7,0.8805,9.7,2,1,0,1
1/12/2011,3.0,0,0,-1.8,-6.1,0.9054000000000001,12.4,2,1,0,1
1/12/2011,4.0,0,0,-1.9,-4.6,0.9081,6.9,2,1,0,1
1/12/2011,5.0,0,5,-2.2,-6.0,0.8859999999999999,10.2,1,1,0,1
1/12/2011,6.0,0,16,-3.1,-6.6,0.9154000000000001,8.7,1,1,0,1
1/12/2011,7.0,0,54,-2.3,-5.9,0.6984,9.5,1,1,0,1
1/12/2011,8.0,3,125,-1.6,-5.4,0.6157,10.7,2,1,0,1
1/12/2011,9.0,3,76,-1.2,-6.7,0.6041,19.8,1,1,0,1
1/12/2011,10.0,0,39,-0.1,-4.6,0.5639,15.3,2,1,0,1
1/12/2011,11.0,3,32,0.8,-5.0,0.5119,25.8,1,1,0,1
1/12/2011,12.0,3,50,1.0,-6.0,0.4775,38.7,1,1,0,1
1/12/2011,13.0,0,46,1.6,-3.9,0.4568,25.4,1,1,0,1
1/12/2011,14.0,0,43,1.0,-4.6,0.47700000000000004,24.7,1,1,0,1
1/12/2011,15.0,1,47,1.0,-5.0,0.47340000000000004,28.8,2,1,0,1
1/12/2011,16.0,5,61,1.6,-3.8,0.4474,24.2,1,1,0,1
1/12/2011,17.0,0,137,0.9,-4.8,0.4653,26.0,1,1,0,1
1/12/2011,18.0,2,135,0.6,-5.9,0.4829,33.2,1,1,0,1
1/12/2011,19.0,1,76,-0.2,-6.5,0.4782,28.8,1,1,0,1
1/12/2011,20.0,2,54,-1.0,-6.9,0.4996,23.5,1,1,0,1
1/12/2011,21.0,0,56,-1.0,-6.8,0.5313,22.3,1,1,0,1
1/12/2011,22.0,1,31,-1.2,-7.9,0.5494,28.6,1,1,0,1
1/12/2011,23.0,1,19,-1.9,-8.4,0.6123,24.8,1,1,0,1
1/13/2011,0.0,1,6,-2.0,-7.7,0.5715,20.0,1,1,0,1
1/13/2011,1.0,0,2,-2.0,-7.5,0.5099,18.9,1,1,0,1
1/13/2011,2.0,0,2,-2.0,-8.3,0.5072,24.0,1,1,0,1
1/13/2011,3.0,0,2,-2.2,-8.5,0.5169,22.9,1,1,0,1
1/13/2011,4.0,0,4,-2.3,-7.7,0.5182,18.0,1,1,0,1
1/13/2011,5.0,0,3,-2.3,-8.4,0.5188,22.1,1,1,0,1
1/13/2011,6.0,0,28,-3.1,-7.3,0.5417000000000001,11.2,1,1,0,1
1/13/2011,7.0,0,70,-3.1,-7.2,0.5422,11.1,1,1,0,1
1/13/2011,8.0,5,196,-2.3,-7.1,0.5228,14.1,1,1,0,1
1/13/2011,9.0,2,135,-2.0,-8.0,0.5104,21.5,1,1,0,1
1/13/2011,10.0,2,36,-1.0,-7.1,0.5027,24.9,1,1,0,1
1/13/2011,11.0,4,32,0.6,-5.6,0.45030000000000003,29.1,1,1,0,1
1/13/2011,12.0,3,49,0.9,-5.0,0.4387,27.9,1,1,0,1
1/13/2011,13.0,2,80,1.6,-4.3,0.4191,29.2,1,1,0,1
1/13/2011,14.0,3,39,1.8,-3.7,0.4108,26.1,1,1,0,1
1/13/2011,15.0,5,54,2.7,-2.1,0.38780000000000003,21.4,1,1,0,1
1/13/2011,16.0,2,74,2.6,-2.4,0.3876,24.1,1,1,0,1
1/13/2011,17.0,3,156,0.9,-3.9,0.41009999999999996,19.0,1,1,0,1
1/13/2011,18.0,3,139,0.6,-4.8,0.4211,22.2,1,1,0,1
1/13/2011,19.0,1,94,-0.9,-5.9,0.46740000000000004,17.2,1,1,0,1
1/13/2011,20.0,0,64,-1.3,-6.2,0.47200000000000003,16.4,1,1,0,1
1/13/2011,21.0,0,37,-2.0,-7.8,0.4707,20.7,1,1,0,1
1/13/2011,22.0,0,30,-2.3,-8.4,0.4817,21.7,1,1,0,1
1/13/2011,23.0,1,14,-3.1,-7.7,0.5086999999999999,13.0,1,1,0,1
1/14/2011,0.0,0,13,-3.4,-8.1,0.5236999999999999,12.7,1,1,0,1
1/14/2011,1.0,0,5,-4.1,-8.3,0.5497,10.6,1,1,0,1
1/14/2011,2.0,0,1,-4.1,-8.0,0.5378000000000001,9.4,1,1,0,1
1/14/2011,3.0,0,1,-4.2,-7.4,0.5434,7.4,1,1,0,1
1/14/2011,4.0,0,0,-4.2,-8.0,0.5454,8.9,1,1,0,1
1/14/2011,5.0,0,8,-4.3,-6.6,0.5595,5.3,1,1,0,1
1/14/2011,6.0,0,17,-4.2,-4.2,0.5575,0.4,1,1,0,1
1/14/2011,7.0,0,69,-4.3,-9.4,0.6766,13.7,1,1,0,1
1/14/2011,8.0,2,153,-3.5,-5.6,0.7029000000000001,5.1,1,1,0,1
1/14/2011,9.0,0,111,-2.1,-5.5,0.6937000000000001,9.0,1,1,0,1
1/14/2011,10.0,4,39,-0.2,-4.3,0.5657,13.2,1,1,0,1
1/14/2011,11.0,6,45,0.7,-4.6,0.47759999999999997,21.8,1,1,0,1
1/14/2011,12.0,2,57,0.5,-4.0,0.45409999999999995,16.8,2,1,0,1
1/14/2011,13.0,4,73,1.6,-3.8,0.3958,24.4,1,1,0,1
1/14/2011,14.0,5,57,1.8,-2.7,0.4122,18.1,1,1,0,1
1/14/2011,15.0,9,58,2.6,-0.4,0.3925,10.7,1,1,0,1
